id,address,city,zip,created_at
7148498920,50 Adalbertstraße,Berlin,10179,2023-03-07
7148144573,Rue du Mas de Verchant,Castelnau-le-Lez,34170,2023-03-07
7146542813,43 Avenue de la Grande Armée,Paris,75116,2023-03-07
7148143839,59 Rue Pernety,Paris,75014,2023-03-07
7148558793,50 Rue d'Aboukir,Paris,75002,2023-03-07
7147710943,144 Avenue de Clichy,Paris,75017,2023-03-07
7147709908,18 Rue Mansart,Versailles,78000,2023-03-07
7148499427,43 Rue Decamps,Paris,75116,2023-03-07
7148558581,3 Rue des Cévennes,Lisses,91090,2023-03-07
7148498394,4 Place des Arts,Cormeilles-en-Parisis,95240,2023-03-07
7148558827,24 Rue de Mogador,Paris,75009,2023-03-07
7148499144,27 RUE DU CARROUSEL,Vendeville,59175,2023-03-07
7148560336,7 Impasse des Prairies,Grenoble,74940,2023-03-07
7148498420,230 Avenida Luís Carlos Prestes,Rio de Janeiro,22775-055,2023-03-07
7148143808,1110 Chemin des Plantades,La Garde,83130,2023-03-07
