id,address,city,zip,created_at
8229738488,3 Rue de Briey,,54150,2023-08-10
8232163787,3 Rue de Briey,,54150,2023-08-10
8231604412,290 Avenue de l'Aube Rouge,,34170,2023-08-10
8233280216,29 Avenue de la Grande Armée,,75009,2023-08-10
8231636674,2 RUE EMILE LEVASSOR,,44700,2023-08-10
8231643339,2 RUE EMILE LEVASSOR,,44700,2023-08-10
8233086198,20 Rue des Piliers de la Chauvinière,,44800,2023-08-10
8231640521,2BIS Rue Tabart,,45100,2023-08-10
8231599557,2BIS Rue Tabart,,45100,2023-08-10
8231636673,2BIS Rue Tabart,,45100,2023-08-10
8232947415,160 Chemin de la Pioline,,13540,2023-08-10
