id,address,city,zip,created_at
8640638397,15 Route d'Abbeville,,80120,2023-10-02
8640543168,118 Rue de Turenne,,75003,2023-10-02
8640685031,5 Rue des Messageries,,75010,2023-10-02
8640612314,5 Rue des Messageries,,75010,2023-10-02
8640681973,5 Rue de Charonne,,75011,2023-10-02
8640703170,36 Rue du Faubourg Saint-Antoine,,75012,2023-10-02
8640637134,64 Rue des Saints-Pères,,75007,2023-10-02
8640166642,12 Avenue de l'Europe,,75017,2023-10-02
8639926759,12 Avenue de l'Europe,,75017,2023-10-02
8639458751,12 Avenue de l'Europe,,75017,2023-10-02
8640504054,3 Rue d'Edimbourg,,75008,2023-10-02
8640377589,19 Rue Reinette,,33100,2023-10-02
8640664554,39 Rue Paradis,,13001,2023-10-02
