id,address,city,zip,created_at
8183518963,10 Rue Pietro Ferrero,Arlon,6700,2023-08-03
8183253206,2 Boulevard de l'Europe,,78300,2023-08-03
8183238899,2 Boulevard de l'Europe,,78300,2023-08-03
8183427321,2 Boulevard de l'Europe,,78300,2023-08-03
8183050686,15 Avenue de la Demi-Lune,,95700,2023-08-03
8183484616,1 Avenue du Fief,,95310,2023-08-03
8182904254,15 Avenue de la Demi-Lune,,95700,2023-08-03
8183072221,15 Avenue de la Demi-Lune,,95700,2023-08-03
8183511999,34 Rue de la Croix de Fer,,78100,2023-08-03
8183511998,34 Rue de la Croix de Fer,,78100,2023-08-03
8183412448,34 Rue de la Croix de Fer,,78100,2023-08-03
8184684260,28 Avenue Didier Daurat,,64000,2023-08-03
8184683223,28 Avenue Didier Daurat,,64000,2023-08-03
