id,address,city,zip,created_at
8450919901,1 Rue Camille Didier,,08000,2023-09-12
8451720691,1 Rue Camille Didier,,08000,2023-09-12
8453797055,121 Allée Albert Sylvestre,,73000,2023-09-12
8453117925,1 Avenue Christian Doppler,,77700,2023-09-12
8453147104,1 Avenue Christian Doppler,,77700,2023-09-12
8453291712,1 Avenue Christian Doppler,,77700,2023-09-12
8453278401,44 Allée des Cinq Continents,,44120,2023-09-12
8453735126,74 Route de Genève,,01700,2023-09-12
8454152142,14 Route des Sables,,69630,2023-09-12
8454621643,965 Avenue Roumanille,,38240,2023-09-12
8454531775,56 Avenue du Général Leclerc,,92100,2023-09-12
8454832618,40 Boulevard Marcel Cachin,,13500,2023-09-12
