id,address,city,zip,created_at
8239888580,3690 Route de Baziege la Lauragaise,,31670,2023-08-11
8238696160,114 Rue de Constantine,,76000,2023-08-11
8239736023,114 Rue de Constantine,,76000,2023-08-11
8239699143,114 Rue de Constantine,,76000,2023-08-11
8239885756,Route du Nord,,82000,2023-08-11
8240518855,100 Rue des Ponts-de-Cé,,49000,2023-08-11
8239702497,11 Avenue de l'Automobile,,24750,2023-08-11
8239979466,70 Avenue de Bigorre,,47550,2023-08-11
8239957225,70 Avenue de Bigorre,,47550,2023-08-11
8239933901,Avenue de l'Aube Rouge,,34170,2023-08-11
8239842262,42 Rue Jean Ligonnet,,03700,2023-08-11
8239842261,42 Rue Jean Ligonnet,,03700,2023-08-11
8239919343,42 Rue Jean Ligonnet,,03700,2023-08-11
8240398549,53 Rue Isaac Asimov,,38300,2023-08-11
8240767418,2 Rue Louis Blanc,,69200,2023-08-11
8240418491,2 Rue Louis Blanc,,69200,2023-08-11
8240398805,2 Rue Louis Blanc,,69200,2023-08-11
8239928043,Avenue Gaspard Monge,,83130,2023-08-11
8240405435,155 Chemin de Font Graissan,,06250,2023-08-11
8240292596,155 Chemin de Font Graissan,,06250,2023-08-11
8240723443,155 Chemin de Font Graissan,,06250,2023-08-11
