id,address,city,zip,created_at
7392139716,31 Rue des Refugniks,Créteil,94000,2023-04-18
7392175601,13 Rte de Calais,Montmagny,95360,2023-04-18
7392194527,7 Rue Gustave Eiffel,Nouvoitou,35410,2023-04-18
7392123123,750 Avenue du peuras,TULLINS,38210,2023-04-18
7392090311,Route de la sablière centre commercial la Valentine,Marseille,13000,2023-04-18
7392072941,2 Rue Pierre Latécoère,La Roche-sur-Yon,85000,2023-04-18
7392123350,"ZA du Mandarin,
7 Bd de la Lèze",Eaunes,31600,2023-04-18
7392489205,1 rue Des Renards,SARTROUVILLE,78500,2023-04-18
7392489168,714 Mountain View Road,Reading,19607,2023-04-18
7392476095,157 BD PIERRE LEFAUCHEUX,Sausheim,68390,2023-04-18
7392123348,90 Rue Jean Racine,Amiens,70001,2023-04-18
7392457668,16 Rue Viala,Brest,29200,2023-04-18
7392072904,31 Rue de Chantepie,Vern-sur-Seiche,35770,2023-04-18
7390716147,46 Rue Docteur Aimé Audubert,,19000,2023-04-18
7392194536,Route de Bordeaux,Bergerac,24100,2023-04-18
7390749892,5 Carrer Unicef,Salt,17190,2023-04-18
7387764425,7 Rue des Lentilles,,54480,2023-04-18
7392090305,3 Rue du Chaperon,Cernay-lès-Reims,51420,2023-04-18
7392489203,104 Rue de l'Église,Sardan,30260,2023-04-18
7390910938,901 Cherry Ave,San Bruno,94066-2914,2023-04-18
7392175577,ZI LA POINTE,Plélan-Le-Grand,92230,2023-04-18
7391351521,8 Rue du Faubourg Poissonnière,,75010,2023-04-18
7390774217,130 Route Nationale 6,Vert Saint-Denis,77240,2023-04-18
7392139509,28 Rue Léon Jost,Paris,75017,2023-04-18
7392175592,122 RUE DE LAGNY,Montreuil,93100,2023-04-18
7392476103,60 Avenue de Paris,Angerville,91670,2023-04-18
7392457672,85 Bis Avenue de la Division Leclerc,LA VILLE DU BOIS,91620,2023-04-18
7392139751,16 Place Charles de Gaulle,Lille,10000,2023-04-18
7392072901,L'Océane,Villevêque,49140,2023-04-18
7392175581,12 Impasse Bernard Lyot,LA ROCHE-SUR-YON,85000,2023-04-18
7392175594,25 rue de Touvent,Les Sables d'Olonne,85180,2023-04-18
7392175602,"3 RUE DES ORMEAUX MIGNERAY
MIGNERAY",PRAY,41190,2023-04-18
7391422692,Route de Seyssuel,,38200,2023-04-18
7392090346,1 Rue de l'Industrie,Cournon-d'Auvergne,63800,2023-04-18
7392175590,169 Avenue du Maréchal Juin,,83300,2023-04-18
7392476132,233 Rn 97 La Pierre Ronde,La Garde,83130,2023-04-18
