id,address,city,zip,created_at
7399586237,10 avenue du chater,Francheville,69340,2023-04-19
7399525090,78 Avenue des Champs-Élysées,Paris,75008,2023-04-19
7399463921,7 ALL DES PORTES DE LA FORET,COLLEGIEN,77090,2023-04-19
7398961906,4 BOULEVARD DE CHINON,BALLAN - MIRE,37510,2023-04-19
7399556286,9 Allée Pierre de Fermat,Aubière,63170,2023-04-19
7399115498,161 Route de Labège,Toulouse,31400,2023-04-19
7399068860,Avenue Léonard de Vinci,La Salvetat-Saint-Gilles,31880,2023-04-19
7399463918,RTE DE MIRANDE,Marciac,32230,2023-04-19
7398875580,50 Avenue Blaise Pascal,Evry,34170,2023-04-19
7400206289,37 Rue de Châteaudun,Paris,75009,2023-04-19
7399667691,36 Avenue Pierre 1er de Serbie,,75008,2023-04-19
7399479029,1 Boulevard Haussmann,Paris,92564,2023-04-19
7399525094,1 Rue Louis Delage,Saint-Ouen-l'Aumône,95310,2023-04-19
7399505885,83 Avenue Victor Hugo,Saint-Maur-des-Fossés,94100,2023-04-19
7398962123,24/30 bd Pasteur,PARIS,75015,2023-04-19
7398962121,25 Av. Rapp,PARIS,75007,2023-04-19
7399505881,3 RUE SAINT MAURICE,Paris,77450,2023-04-19
7399479241,23 Rue du Chemin Vert,Chambourcy,78240,2023-04-19
7399479026,1 AVENUE GEORGES MELIES,Bois D'Arcy,78390,2023-04-19
7401604579,101 6th Avenue,Paris,10013,2023-04-19
7399068861,3 Rue Principale,HURTIGHEIM,67117,2023-04-19
7398961909,"ZA DE BEAUCÉ MONTGERVAL
ROUTE DU MEUBLE ET DES LOISIRS",La Mézière,29860,2023-04-19
7399525093,"RTE DU MANS
LE SOLEIL",Ecommoy,72220,2023-04-19
7399586018,28 Avenue Didier Daurat,Pau,64000,2023-04-19
7401117142,40 Rue Jacques Prévert,Mérignac,33700,2023-04-19
7399505902,"ZONE INDUSTRIELLE DE GOURNIER, BP 109",Montélimar,26200,2023-04-19
