id,address,city,zip,created_at
7496900828,Avenue Georges Pompidou,,20137,2023-04-28
7496900817,106 Avenue de la Marne,,56000,2023-04-28
7496908489,3 Rue Condorcet,,33150,2023-04-28
7496922872,4 Avenue Pierre Brossolette,,10000,2023-04-28
7496883685,111 Route de Strasbourg,,67600,2023-04-28
7496883676,7 Rue de la Grenouillère,,01000,2023-04-28
7496958920,24 Avenue de Tourville,,75008,2023-04-28
7496958923,27 Rue Vaneau,,75007,2023-04-28
7496932323,47 Rue des Blancs-Manteaux,,75004,2023-04-28
7496883671,7 Rue Saint-Lazare,,75009,2023-04-28
7496915690,21 Rue Vauvenargues,,75018,2023-04-28
7496922866,87 Avenue de Villiers,,75014,2023-04-28
7496900830,32 Avenue Georges Mandel,,75116,2023-04-28
7496932326,149 Avenue Achille Peretti,,92200,2023-04-28
7496900819,51 Boulevard de Courcelles,,75008,2023-04-28
7496908500,71 Rue Didot,,75014,2023-04-28
7496900823,28 Rue Masson,,78600,2023-04-28
7496883672,32 Boulevard Malesherbes,,75008,2023-04-28
7496943818,30 Place du Marché,,94320,2023-04-28
7496958919,102 Rue des Poissonniers,,75018,2023-04-28
7496932314,50 Rue de Châteaudun,,75009,2023-04-28
7499807470,100 Rue Martre,,92110,2023-04-28
7499668715,21 Rue de Cléry,,75002,2023-04-28
7496943817,11 Avenue Jean Monnet,,12000,2023-04-28
7499799799,3 Impasse des Tailleurs,,53810,2023-04-28
7496900829,1 Cours du Chapeau Rouge,,33000,2023-04-28
7496908497,119 Avenue du Maréchal de Saxe,,69003,2023-04-28
7496908491,6 Cours Albert Thomas,,69008,2023-04-28
7496943815,71 Avenue du Trois Septembre,,06320,2023-04-28
7496922870,Avenue de Provence,,84420,2023-04-28
7496958925,10 Rue du Congrès,,06000,2023-04-28
7496915686,Place du Château,,84220,2023-04-28
