id,address,city,zip,created_at
9802506692,4 Cours Général Leclerc,,20000,2024-01-29
9802557681,37 Allée de Tourny,,33000,2024-01-29
9802841835,24 Avenue de Canteranne,,33608,2024-01-29
9802883549,49 Boulevard Saint-Germain,,75005,2024-01-29
9802928855,8 Rue Félix Pyat,,92800,2024-01-29
9802423255,24 Rue Marc Seguin,,75018,2024-01-29
9802840809,6 Rue de Musset,,75016,2024-01-29
9802479041,100 Esplanade du Général de Gaulle,,92400,2024-01-29
9802804411,20/22 Avenue du Gué Langlois,,77600,2024-01-29
9802928842,39 Avenue Paul Vaillant-Couturier,,94250,2024-01-29
9802903784,22 Rue de Bellevue,,92100,2024-01-29
9802636268,27 Avenue Junot,,75018,2024-01-29
9802864622,5 Rue de Marguerite de Rochechouart,,75009,2024-01-29
9802904824,77B Rue des Chesneaux,,95160,2024-01-29
9802905019,125 Rue des Dames,,75017,2024-01-29
9802479858,Boulevard de la Défense,,92000,2024-01-29
9802884591,142 Rue de Rivoli,,75001,2024-01-29
9802864613,25 Avenue de Wagram,,75017,2024-01-29
9802390720,34 Rue de la Varenne,,94100,2024-01-29
9802884588,2 Allée de la Ferme de Varâtre,,77127,2024-01-29
9802558932,2 Allée de la Ferme de Varâtre,,77127,2024-01-29
9802506951,9 Boulevard du Général de Gaulle,,92120,2024-01-29
9802930135,28 Rue Édouard Vaillant,,92300,2024-01-29
9802842094,14 Rue des Immeubles Industriels,,75011,2024-01-29
9802390985,57 Avenue de Paris,,95230,2024-01-29
9802973421,128 Rue La Boétie,,75008,2024-01-29
9802636524,24 Rue du Gouverneur-Général Éboué,,92130,2024-01-29
9802931690,184 Rue Ferdinand Vest,,49800,2024-01-29
9802903786,51 Boulevard du Général Leclerc,,59100,2024-01-29
9802903783,71 Avenue du Truc,,33700,2024-01-29
9802805708,20 Quai d'Arve,,74400,2024-01-29
9802775777,63 Rue de Créqui,,69006,2024-01-29
9797162974,106 BOULEVARD DES BELGES,,69457,2024-01-29
9802805970,1011 Avenue des Golfs,Randburg,83700,2024-01-29
9795967728,"QUARTIER PAYANETT, BP-91, CEDEX",Gardanne,13542,2024-01-29
