id,address,city,zip,created_at
8928859594,460 Rue de la Bergeresse,,45160,2023-11-03
8929764804,460 Rue de la Bergeresse,,45160,2023-11-03
8936236270,7 Rue Hedy Lamarr,,35310,2023-11-03
8928858312,Rue Antoine-Laurent de Lavoisier,,56600,2023-11-03
8934938867,21 Avenue Louis Breguet,,54700,2023-11-03
8935215043,21 Avenue Louis Breguet,,54700,2023-11-03
8935083252,2 Boulevard Lucien Sampaix,,69190,2023-11-03
8929832127,20 Boulevard René Cassin,,72100,2023-11-03
8932369872,Avenue du Midi,,47000,2023-11-03
8929779155,788 Rue du Général de Gaulle,,83480,2023-11-03
8928859593,788 Rue du Général de Gaulle,,83480,2023-11-03
8929779154,788 Rue du Général de Gaulle,,83480,2023-11-03
