id,address,city,zip,created_at
8172180422,32 Route de Mortain,SAINT POIS,50670,2023-08-01
8168648123,90 Allée Gustave Eiffel,,41350,2023-08-01
8168708564,42 Quai du Barrage,,94340,2023-08-01
8171107562,25 Rue Marcellin Berthelot,,70001,2023-08-01
8171128540,25 Rue Marcellin Berthelot,,56000,2023-08-01
8168807392,5 Rue du Clos Mutaut,,21300,2023-08-01
8168705995,LES NEUVILLIERES,,14500,2023-08-01
8167501284,LES NEUVILLIERES,,14500,2023-08-01
8168463059,172 Rue de l'Étang,,69760,2023-08-01
8168512997,172 Rue de l'Étang,,69760,2023-08-01
8168782272,61 Rue Pierre Charron,,75008,2023-08-01
8168914922,61 Rue Pierre Charron,,75008,2023-08-01
8169715959,Rue du Clair Bocage,,85000,2023-08-01
8167506878,8 Boulevard Pierre Lefaucheux,,72100,2023-08-01
8168622297,8 Boulevard Pierre Lefaucheux,,72100,2023-08-01
8168844494,8 Boulevard Pierre Lefaucheux,,72100,2023-08-01
8168865725,Route de Nantes,,85300,2023-08-01
8167485664,Rue du 8 Mai,,17138,2023-08-01
8167458807,Rue du 8 Mai,,17138,2023-08-01
8168646844,Rue du 8 Mai,,17138,2023-08-01
8168602604,25 Rue Emile Dewoitine,,37540,2023-08-01
8168640997,25 Rue Emile Dewoitine,,37540,2023-08-01
