id,address,city,zip,created_at
7633894624,"344, av Jean Guitton",La Rochelle,17000,2023-05-17
7629711853,Av. Pierre Mendès France,,34150,2023-05-17
7630640073,31 Rue Pouchet,,02138,2023-05-17
7630640866,10 Rue du Faubourg Montmartre,,75009,2023-05-17
7630641871,33 Avenue de Beaulieu,,1004,2023-05-17
7630640607,1 Rue de la Croix des Landes,,53940,2023-05-17
7630738880,117 Rue Bataille,,69008,2023-05-17
7630523324,9 Rue Curie,,69006,2023-05-17
7630708944,7 Boulevard Louis Blanc,,83990,2023-05-17
7631311305,Boulevard de Paris,,83200,2023-05-17
7630641389,Boulevard de Paris,,83200,2023-05-17
7631105743,Chemin du Grand Grès,,84300,2023-05-17
