id,address,city,zip,created_at
8152039119,Lieu-dit Le Coq Chantant,,60500,2023-07-28
8152023262,Lieu-dit Le Coq Chantant,,60500,2023-07-28
8151843813,Lieu-dit Le Coq Chantant,,60500,2023-07-28
8151999960,3 Rue Morane-Saulnier,,65000,2023-07-28
8154958789,7 Rue André Marie Ampère,Coignières,78310,2023-07-28
8154875602,6 Rue Gérard Mantion,,25000,2023-07-28
8151935478,2 Rte de Villabé D260,,91260,2023-07-28
8152356345,8 Avenue du Québec,,91140,2023-07-28
8151676883,8 Avenue du Québec,,91140,2023-07-28
8152022263,Rue de Paris,,95310,2023-07-28
8151568869,16 Avenue des Andes,,91940,2023-07-28
8152009721,BD DU PRESIDENT KENNEDY,,65000,2023-07-28
8151988217,BD DU PRESIDENT KENNEDY,,65000,2023-07-28
8151983810,BD DU PRESIDENT KENNEDY,,65000,2023-07-28
8151394294,10 D940,,62231,2023-07-28
8152167614,50 Rue Antoine Dubayle,,19100,2023-07-28
8155293684,1 Rue de Lestandau,,64600,2023-07-28
8155293687,1 Rue de Lestandau,,64600,2023-07-28
8155004402,1 Rue de Lestandau,,64600,2023-07-28
8152134364,Rue du 8 Mai,,17138,2023-07-28
8152152264,Rue du 8 Mai,,17138,2023-07-28
8152170716,4 Impasse de Pologne,,17138,2023-07-28
8152355794,LA GUIDE,,17138,2023-07-28
8152136165,LA GUIDE,,17138,2023-07-28
8152458742,50 Rue du Pavillon,,01000,2023-07-28
8153603818,1510 CHE DE LIRA,,80027,2023-07-28
8152071115,4 Boulevard des Aciéries,,13010,2023-07-28
8154915521,340 Chemin de la Croix de Noves,,84000,2023-07-28
8154771705,340 Chemin de la Croix de Noves,,84000,2023-07-28
8154893274,340 Chemin de la Croix de Noves,,84000,2023-07-28
8151912903,Rue de l'Intendance,,83600,2023-07-28
8151576820,Rue de l'Intendance,,83600,2023-07-28
