id,address,city,zip,created_at
9751318234,10 Rue de la Vacquerie,,75011,2024-01-24
9751307974,87 Rue de Richelieu,,75002,2024-01-24
9750453478,111 Rue de Stalingrad,,93100,2024-01-24
9750407134,16 Rue Octave Feuillet,,75116,2024-01-24
9751462126,3 Rue des Italiens,,75009,2024-01-24
9751468023,33 Rue Raffet,,75016,2024-01-24
9751395568,196 Rue Houdan,,92330,2024-01-24
9751314632,13 Rue Chevreul,,94700,2024-01-24
9751178463,78 Rue de l'Ambassadeur,,95610,2024-01-24
9751182796,2 Allée Eugène Mouchot,,91130,2024-01-24
9751462372,44 Rue du Maréchal Foch,,78000,2024-01-24
9751265490,23 Rue Rivay,,92300,2024-01-24
9751369419,263 Rue du Faubourg Saint-Antoine,,75011,2024-01-24
9750538479,3 Rue Voltaire,,82000,2024-01-24
9751566026,207 rue Bernard de la Rochefoucauld,Fay-aux-Loges,45450,2024-01-24
