id,address,city,zip,created_at
8124726984,175 Rue de Gouesnou,,29200,2023-07-24
8125145793,175 Rue de Gouesnou,,29200,2023-07-24
8124584890,56 Avenue du 8 Mai 1945,,91100,2023-07-24
8124624322,56 Avenue du 8 Mai 1945,,91100,2023-07-24
8124794101,56 Avenue du 8 Mai 1945,,91100,2023-07-24
8124966083,11 Rue René Jacques,,75015,2023-07-24
8124497386,163 Avenue de Fontainebleau,Thiais,94320,2023-07-24
8125148655,60 Avenue de Paris,,91670,2023-07-24
8128003285,62 Avenue des Champs-Élysées,,75008,2023-07-24
8124723688,3 Boulevard Rabatau,,13008,2023-07-24
8125142476,3 Boulevard Rabatau,,13008,2023-07-24
8124956659,3 Boulevard Rabatau,,13008,2023-07-24
