id,address,city,zip,created_at
8617858804,19 Avenue de Ségur,,75001,2023-09-29
8617544912,DOM DOMAINE DE MOISMONT,,80120,2023-09-29
8619006143,Viaduc de Millau,,12100,2023-09-29
8618861498,24 Avenue Marceau,,75008,2023-09-29
8617195768,26 Rue Marius Aufan,,92300,2023-09-29
8618957291,10 Rue des Jeûneurs,,75002,2023-09-29
8618313209,18 Rue du Vieux-Colombier,,75006,2023-09-29
8618734535,214 Rue de Rivoli,,75001,2023-09-29
8617900235,58 Rue Charlot,,75003,2023-09-29
8618432465,132 Boulevard Haussmann,,75008,2023-09-29
8617958084,16 Rue des 2 Gares,,75010,2023-09-29
8618960324,6 Rue Béranger,,75003,2023-09-29
8618910935,6 Rue Béranger,,75003,2023-09-29
8618934758,23 Rue du Cherche-Midi,,75006,2023-09-29
8618405071,12 Rue Louis Lépine,,17200,2023-09-29
