id,address,city,zip,created_at
7659663825,20 Rue Jean Monnet,,31240,2023-05-23
7659672025,7 Rue de Roye,,60280,2023-05-23
7659852533,7 Place Henri Dunant,,63000,2023-05-23
7659844594,18 Rue de Verdun,,25400,2023-05-23
7659173867,Lieu-dit Le Pont de Vère,,61100,2023-05-23
7662164471,100 Rue Martre,,92110,2023-05-23
7659844069,18 Avenue de Messine,,75008,2023-05-23
7659845060,92350 Rue de la Boursidière,,92350,2023-05-23
7659852763,100 Rue de Courcelles,,75017,2023-05-23
7659673042,23 Avenue des Champs-Pierreux,,92000,2023-05-23
7659846086,115 Avenue du Président Kennedy,,91170,2023-05-23
7659860722,13 Quai Alphonse Le Gallo,,92100,2023-05-23
7659656134,Boulevard Robespierre,,78300,2023-05-23
7659861493,10 Place du Général de Gaulle,,92160,2023-05-23
7659853526,Boulevard Robespierre,,78300,2023-05-23
7659673309,109 Rue du Faubourg Saint-Honoré,,75008,2023-05-23
7659665094,23 Avenue des Champs-Pierreux,,92000,2023-05-23
7659862481,2 Rue Balzac,,75008,2023-05-23
7661767416,42 Rue de Maubeuge,,75009,2023-05-23
7659672512,Rue Fresnel,,62800,2023-05-23
7659646160,511/589 RUE DES SERINGATS,,59810,2023-05-23
7659655911,511 Rue des Seringats,,59262,2023-05-23
7659665861,Rue de la République,,86000,2023-05-23
7659656650,23 Place des Carmes Dechaux,,63000,2023-05-23
7659673536,975 Route des Burgondes,,01410,2023-05-23
7659672540,103 Rue du 17 Novembre,,25350,2023-05-23
7659853291,39 Avenue Louison Bobet,,06130,2023-05-23
