id,address,city,zip,created_at
8949559229,Avenue Pierre Pflimlin,,68390,2023-11-06
8950186230,Avenue Pierre Pflimlin,,68390,2023-11-06
8949890768,9 Avenue Konrad Adenauer,,68390,2023-11-06
8949904617,9 Avenue Konrad Adenauer,,68390,2023-11-06
8950929096,9 Avenue Konrad Adenauer,,68390,2023-11-06
8952068330,104 Rue d'Aboukir,,75019,2023-11-06
8951277787,37 Avenue Pierre 1er de Serbie,,75008,2023-11-06
8947187643,6 Rue de la Cavalerie,,75015,2023-11-06
8950342628,7 Avenue Pierre Mendès France,,33700,2023-11-06
8954456777,7 Avenue Nicéphore Niépce,,63170,2023-11-06
8950287804,12 Via Modena,,06110,2023-11-06
8950185942,12 Via Modena,,06110,2023-11-06
8950210753,12 Via Modena,,06110,2023-11-06
